ind	reg	sex	chrom	nonEnrCG	nonEnrnonCG	EnrCG	EnrnonCG
S_North_Ossetian-1	WestEurasia	M	11	109	1097	10	97
S_North_Ossetian-2	WestEurasia	M	11	113	1027	12	117
S_Norwegian-1	WestEurasia	F	11	120	1098	13	98
S_Orcadian-1	WestEurasia	M	11	89	1041	6	119
S_Orcadian-2	WestEurasia	F	11	120	1092	5	104
S_Oroqen-1	EastAsia	M	11	103	992	11	147
S_Oroqen-2	EastAsia	F	11	119	986	12	144
S_Palestinian-1	WestEurasia	M	11	121	1041	13	95
S_Palestinian-2	WestEurasia	M	11	117	1082	11	93
S_Palestinian-3	WestEurasia	F	11	88	944	9	95
S_Pathan-1	SouthAsia	M	11	118	1031	4	104
S_Pathan-2	SouthAsia	F	11	97	1062	8	136
S_Piapoco-1	America	F	11	123	1066	12	111
S_Piapoco-2	America	F	11	105	1022	17	133
S_Pima-1	America	M	11	123	1041	14	123
S_Pima-2	America	F	11	126	1021	16	118
S_Polish-1	WestEurasia	M	11	124	1048	9	117
S_Punjabi-1	SouthAsia	M	11	110	1040	8	108
S_Punjabi-2	SouthAsia	M	11	94	1030	9	109
S_Punjabi-3	SouthAsia	F	11	105	1014	3	109
S_Punjabi-4	SouthAsia	F	11	116	971	10	91
S_Quechua-1	America	F	11	120	999	14	118
S_Quechua-2	America	M	11	115	983	7	117
S_Quechua-3	America	F	11	96	938	9	134
S_Relli-1	SouthAsia	M	11	109	1054	7	137
S_Relli-2	SouthAsia	M	11	103	963	13	114
S_Russian-1	WestEurasia	M	11	109	1000	8	116
S_Russian-2	WestEurasia	F	11	104	1042	8	157
S_Saami-1	WestEurasia	F	11	115	1000	16	146
S_Saami-2	WestEurasia	M	11	108	1028	9	87
S_Samaritan-1	WestEurasia	M	11	119	1059	5	90
S_Sardinian-1	WestEurasia	M	11	82	1083	18	176
S_Sardinian-2	WestEurasia	F	11	121	1036	8	105
S_She-1	EastAsia	F	11	123	1102	25	164
S_She-2	EastAsia	M	11	120	1005	16	118
S_Sindhi-1	SouthAsia	M	11	124	1068	13	119
S_Sindhi-2	SouthAsia	F	11	121	1072	12	141
S_Spanish-1	WestEurasia	M	11	95	1002	11	115
S_Spanish-2	WestEurasia	F	11	94	1014	7	109
S_Surui-1	America	F	11	100	999	17	114
S_Surui-2	America	F	11	130	1011	14	102
S_Tajik-1	WestEurasia	M	11	120	1049	11	120
S_Tajik-2	WestEurasia	M	11	114	1083	17	118
S_Thai-1	EastAsia	M	11	114	1044	11	105
S_Thai-2	EastAsia	F	11	102	1029	17	168
S_Tlingit-1	CentralAsiaSiberia	M	11	106	1112	9	100
S_Tlingit-2	CentralAsiaSiberia	F	11	115	1008	7	128
S_Tu-1	EastAsia	M	11	94	993	4	87
S_Tu-2	EastAsia	F	11	110	980	4	84
S_Tubalar-1	CentralAsiaSiberia	F	11	109	1035	9	101
S_Tubalar-2	CentralAsiaSiberia	F	11	113	981	17	121
S_Tujia-1	EastAsia	M	11	112	1089	14	132
S_Tujia-2	EastAsia	F	11	97	967	12	114
S_Turkish-1	WestEurasia	M	11	118	1036	10	103
S_Turkish-2	WestEurasia	F	11	107	1010	13	124
S_Tuscan-1	WestEurasia	F	11	106	1047	11	97
S_Tuscan-2	WestEurasia	M	11	95	1009	17	102
S_Ulchi-1	CentralAsiaSiberia	F	11	112	1003	12	113
S_Ulchi-2	CentralAsiaSiberia	F	11	106	1003	7	140
S_Uygur-1	EastAsia	F	11	87	956	13	119
S_Uygur-2	EastAsia	M	11	108	1043	14	121
S_Xibo-1	EastAsia	M	11	125	997	13	114
S_Xibo-2	EastAsia	M	11	114	1037	11	102
S_Yadava-1	SouthAsia	M	11	103	961	6	132
S_Yadava-2	SouthAsia	M	11	119	1023	18	107
S_Yakut-1	CentralAsiaSiberia	F	11	98	968	8	99
S_Yakut-2	CentralAsiaSiberia	M	11	100	950	12	116
S_Yemenite_Jew-1	WestEurasia	F	11	122	1132	11	123
S_Yemenite_Jew-2	WestEurasia	M	11	105	1046	6	97
S_Yi-1	EastAsia	M	11	110	962	11	150
S_Yi-2	EastAsia	F	11	114	1045	13	112
S_Zapotec-1	America	M	11	109	946	20	146
S_Zapotec-2	America	M	11	110	1022	11	115
S_Abkhasian-1	WestEurasia	M	12	100	1089	1	1
S_Abkhasian-2	WestEurasia	M	12	73	998	0	2
S_Adygei-1	WestEurasia	M	12	96	1068	0	3
S_Adygei-2	WestEurasia	F	12	93	954	1	2
S_Albanian-1	WestEurasia	F	12	79	970	0	2
S_Aleut-1	CentralAsiaSiberia	M	12	69	893	0	2
S_Aleut-2	CentralAsiaSiberia	F	12	76	951	0	4
S_Altaian-1	CentralAsiaSiberia	M	12	87	1052	1	1
S_Ami-1	EastAsia	M	12	79	964	0	7
S_Ami-2	EastAsia	M	12	82	981	0	1
S_Armenian-1	WestEurasia	M	12	79	1011	0	2
S_Armenian-2	WestEurasia	M	12	99	1133	0	0
S_Atayal-1	EastAsia	M	12	89	934	0	9
S_Balochi-1	SouthAsia	M	12	83	1005	0	4
S_Balochi-2	SouthAsia	M	12	101	988	0	6
S_Basque-1	WestEurasia	M	12	89	1086	0	2
S_Basque-2	WestEurasia	F	12	81	990	0	2
S_BedouinB-1	WestEurasia	M	12	99	1085	0	2
S_BedouinB-2	WestEurasia	F	12	90	1009	0	5
S_Bengali-1	SouthAsia	M	12	100	1040	0	2
S_Bengali-2	SouthAsia	F	12	82	949	0	4
S_Bergamo-1	WestEurasia	M	12	80	1004	0	1
S_Bergamo-2	WestEurasia	F	12	80	1085	0	6
S_Brahmin-1	SouthAsia	M	12	75	984	0	1
S_Brahmin-2	SouthAsia	M	12	81	1027	0	4
S_Brahui-1	SouthAsia	M	12	86	1003	0	3
S_Brahui-2	SouthAsia	M	12	89	1124	0	3
S_Bulgarian-1	WestEurasia	M	12	91	1069	0	3
S_Bulgarian-2	WestEurasia	M	12	74	962	0	3
S_Burmese-1	EastAsia	M	12	78	1000	0	6
S_Burmese-2	EastAsia	M	12	93	1029	0	5
S_Burusho-1	SouthAsia	M	12	97	1026	1	2
S_Burusho-2	SouthAsia	F	12	87	1012	0	1
S_Cambodian-1	EastAsia	M	12	86	1034	0	3
S_Cambodian-2	EastAsia	F	12	99	1035	0	8
S_Chane-1	America	M	12	85	982	0	1
S_Chechen-1	WestEurasia	M	12	90	1006	0	1
S_Chukchi-1	CentralAsiaSiberia	M	12	87	1017	0	2
S_Czech-2	WestEurasia	M	12	94	1114	0	1
S_Dai-1	EastAsia	F	12	88	954	0	3
S_Dai-2	EastAsia	M	12	81	896	0	2
S_Dai-3	EastAsia	F	12	88	886	0	6
S_Daur-2	EastAsia	F	12	94	975	0	0
S_Druze-1	WestEurasia	F	12	103	1093	0	5
S_Druze-2	WestEurasia	M	12	94	1069	1	3
S_English-1	WestEurasia	M	12	73	993	0	2
S_English-2	WestEurasia	F	12	77	979	0	1
S_Eskimo_Chaplin-1	CentralAsiaSiberia	M	12	85	1035	0	3
S_Eskimo_Naukan-1	CentralAsiaSiberia	F	12	84	991	0	5
S_Eskimo_Naukan-2	CentralAsiaSiberia	F	12	84	941	0	9
S_Eskimo_Sireniki-1	CentralAsiaSiberia	M	12	87	1026	0	2
S_Eskimo_Sireniki-2	CentralAsiaSiberia	F	12	95	1004	0	1
S_Estonian-1	WestEurasia	M	12	92	1003	0	4
S_Estonian-2	WestEurasia	M	12	94	1024	0	2
S_Even-1	CentralAsiaSiberia	F	12	101	916	0	2
S_Even-2	CentralAsiaSiberia	M	12	85	954	0	6
S_Even-3	CentralAsiaSiberia	F	12	94	923	0	4
S_Finnish-1	WestEurasia	F	12	96	1042	0	3
S_Finnish-2	WestEurasia	M	12	83	1052	0	3
S_Finnish-3	WestEurasia	M	12	96	1117	0	3
S_French-1	WestEurasia	M	12	91	1036	0	5
S_French-2	WestEurasia	F	12	91	1028	0	2
S_Georgian-1	WestEurasia	M	12	81	968	0	1
S_Georgian-2	WestEurasia	M	12	91	1072	0	1
S_Greek-1	WestEurasia	M	12	90	1067	0	3
S_Greek-2	WestEurasia	M	12	101	1090	0	5
S_Han-1	EastAsia	F	12	99	1081	0	7
S_Han-2	EastAsia	M	12	77	948	0	6
S_Hazara-1	SouthAsia	M	12	110	1172	1	2
S_Hazara-2	SouthAsia	M	12	85	942	0	4
S_Hezhen-1	EastAsia	M	12	91	944	0	4
S_Hezhen-2	EastAsia	F	12	94	960	0	4
S_Hungarian-1	WestEurasia	F	12	89	1107	0	2
S_Hungarian-2	WestEurasia	M	12	89	1014	0	3
S_Icelandic-1	WestEurasia	F	12	88	1071	1	2
S_Icelandic-2	WestEurasia	F	12	82	1008	0	4
S_Iranian-1	WestEurasia	M	12	94	1002	0	2
S_Iranian-2	WestEurasia	M	12	83	1024	0	1
S_Iraqi_Jew-1	WestEurasia	F	12	106	999	0	4
S_Iraqi_Jew-2	WestEurasia	M	12	90	1091	0	4
S_Irula-1	SouthAsia	M	12	102	1047	0	2
S_Irula-2	SouthAsia	M	12	81	1097	0	2
S_Itelman-1	CentralAsiaSiberia	F	12	88	993	0	1
S_Japanese-1	EastAsia	M	12	89	975	0	6
S_Japanese-2	EastAsia	F	12	105	1007	0	4
S_Japanese-3	EastAsia	M	12	79	1009	0	6
S_Jordanian-1	WestEurasia	M	12	89	940	0	2
S_Jordanian-2	WestEurasia	M	12	113	1079	0	2
S_Jordanian-3	WestEurasia	M	12	85	948	1	5
S_Kalash-1	SouthAsia	M	12	97	981	0	3
S_Kalash-2	SouthAsia	F	12	94	1054	0	4
S_Kapu-1	SouthAsia	M	12	82	955	0	3
S_Kapu-2	SouthAsia	M	12	84	972	0	1
S_Karitiana-1	America	M	12	86	926	0	3
S_Karitiana-2	America	F	12	84	967	0	2
S_Khonda_Dora-1	SouthAsia	M	12	78	890	0	3
S_Kinh-1	EastAsia	F	12	88	1005	0	6
S_Kinh-2	EastAsia	M	12	90	958	0	6
S_Korean-1	EastAsia	M	12	96	1035	0	4
S_Korean-2	EastAsia	F	12	90	994	0	7
S_Kusunda-1	SouthAsia	M	12	87	990	0	6
S_Kusunda-2	SouthAsia	M	12	85	985	0	0
S_Kyrgyz-1	CentralAsiaSiberia	M	12	74	977	0	3
S_Kyrgyz-2	CentralAsiaSiberia	F	12	87	952	0	2
S_Lahu-1	EastAsia	F	12	88	946	0	4
S_Lahu-2	EastAsia	M	12	102	931	0	6
S_Lezgin-1	WestEurasia	M	12	96	1189	0	1
S_Lezgin-2	WestEurasia	M	12	84	1068	0	5
S_Madiga-1	SouthAsia	M	12	88	993	0	3
S_Madiga-2	SouthAsia	M	12	92	988	1	5
S_Makrani-1	SouthAsia	M	12	96	970	0	5
S_Makrani-2	SouthAsia	F	12	78	1039	0	2
S_Mala-2	SouthAsia	M	12	77	1033	0	3
S_Mala-3	SouthAsia	M	12	92	1079	0	5
S_Mansi-1	CentralAsiaSiberia	M	12	104	1139	0	2
S_Mansi-2	CentralAsiaSiberia	F	12	72	964	0	4
S_Mayan-1	America	F	12	73	970	0	1
S_Mayan-2	America	F	12	87	983	0	4
S_Miao-1	EastAsia	M	12	85	964	0	8
S_Miao-2	EastAsia	F	12	96	923	0	5
S_Mixe-2	America	F	12	68	967	0	5
S_Mixe-3	America	F	12	100	977	0	1
S_Mixtec-1	America	M	12	73	888	0	2
S_Mixtec-2	America	F	12	93	996	0	1
S_Mongola-1	CentralAsiaSiberia	M	12	106	1023	0	3
S_Mongola-2	CentralAsiaSiberia	F	12	96	951	0	4
S_Naxi-1	EastAsia	M	12	101	1000	0	6
S_Naxi-2	EastAsia	F	12	97	933	0	6
S_Naxi-3	EastAsia	F	12	86	920	0	5
S_North_Ossetian-1	WestEurasia	M	12	74	995	0	1
S_North_Ossetian-2	WestEurasia	M	12	92	982	0	5
S_Norwegian-1	WestEurasia	F	12	75	1010	0	4
S_Orcadian-1	WestEurasia	M	12	79	1004	0	1
S_Orcadian-2	WestEurasia	F	12	76	957	0	4
S_Oroqen-1	EastAsia	M	12	82	990	0	2
S_Oroqen-2	EastAsia	F	12	92	910	0	0
S_Palestinian-1	WestEurasia	M	12	84	1053	0	4
S_Palestinian-2	WestEurasia	M	12	75	994	0	4
S_Palestinian-3	WestEurasia	F	12	94	985	0	1
S_Pathan-1	SouthAsia	M	12	85	986	0	4
S_Pathan-2	SouthAsia	F	12	74	1032	0	4
S_Piapoco-1	America	F	12	76	1034	0	4
S_Piapoco-2	America	F	12	87	1024	0	1
S_Pima-1	America	M	12	94	993	0	6
S_Pima-2	America	F	12	83	1067	0	4
S_Polish-1	WestEurasia	M	12	85	1054	0	2
S_Punjabi-1	SouthAsia	M	12	80	985	0	3
S_Punjabi-2	SouthAsia	M	12	76	967	0	2
S_Punjabi-3	SouthAsia	F	12	102	961	0	6
S_Punjabi-4	SouthAsia	F	12	68	1018	0	0
S_Quechua-1	America	F	12	91	973	0	1
S_Quechua-2	America	M	12	74	953	0	1
S_Quechua-3	America	F	12	90	966	0	2
S_Relli-1	SouthAsia	M	12	86	1067	0	2
S_Relli-2	SouthAsia	M	12	83	1028	0	4
S_Russian-1	WestEurasia	M	12	88	998	0	3
S_Russian-2	WestEurasia	F	12	87	1030	0	2
S_Saami-1	WestEurasia	F	12	94	1080	1	2
S_Saami-2	WestEurasia	M	12	94	1075	0	4
S_Samaritan-1	WestEurasia	M	12	81	982	0	4
S_Sardinian-1	WestEurasia	M	12	96	1059	0	2
S_Sardinian-2	WestEurasia	F	12	80	1002	0	6
S_She-1	EastAsia	F	12	4	31	0	0
S_She-2	EastAsia	M	12	93	997	0	7
S_Sindhi-1	SouthAsia	M	12	94	1086	0	6
S_Sindhi-2	SouthAsia	F	12	115	1064	0	5
S_Spanish-1	WestEurasia	M	12	87	1024	0	3
S_Spanish-2	WestEurasia	F	12	105	1027	0	4
S_Surui-1	America	F	12	82	1046	0	2
S_Surui-2	America	F	12	82	965	0	2
S_Tajik-1	WestEurasia	M	12	78	1001	1	1
S_Tajik-2	WestEurasia	M	12	84	999	0	2
S_Thai-1	EastAsia	M	12	79	1010	0	2
S_Thai-2	EastAsia	F	12	88	905	0	7
S_Tlingit-1	CentralAsiaSiberia	M	12	84	1058	0	2
S_Tlingit-2	CentralAsiaSiberia	F	12	77	960	0	5
S_Tu-1	EastAsia	M	12	93	994	0	7
S_Tu-2	EastAsia	F	12	87	1111	0	3
S_Tubalar-1	CentralAsiaSiberia	F	12	68	948	0	7
S_Tubalar-2	CentralAsiaSiberia	F	12	96	1022	0	3
S_Tujia-1	EastAsia	M	12	90	947	1	6
S_Tujia-2	EastAsia	F	12	79	951	0	8
S_Turkish-1	WestEurasia	M	12	85	1013	0	2
S_Turkish-2	WestEurasia	F	12	95	1112	0	2
S_Tuscan-1	WestEurasia	F	12	98	999	0	3
S_Tuscan-2	WestEurasia	M	12	84	1008	0	2
S_Ulchi-1	CentralAsiaSiberia	F	12	83	881	0	5
S_Ulchi-2	CentralAsiaSiberia	F	12	84	917	0	6
S_Uygur-1	EastAsia	F	12	75	841	0	4
S_Uygur-2	EastAsia	M	12	87	964	0	1
S_Xibo-1	EastAsia	M	12	75	914	0	4
S_Xibo-2	EastAsia	M	12	86	875	0	8
S_Yadava-1	SouthAsia	M	12	84	922	0	3
S_Yadava-2	SouthAsia	M	12	78	1063	0	2
S_Yakut-1	CentralAsiaSiberia	F	12	72	910	0	4
S_Yakut-2	CentralAsiaSiberia	M	12	79	966	0	2
S_Yemenite_Jew-1	WestEurasia	F	12	91	952	0	3
S_Yemenite_Jew-2	WestEurasia	M	12	85	1041	0	2
S_Yi-1	EastAsia	M	12	72	1025	0	6
S_Yi-2	EastAsia	F	12	99	932	0	7
S_Zapotec-1	America	M	12	94	998	0	1
S_Zapotec-2	America	M	12	91	939	0	3
S_Abkhasian-1	WestEurasia	M	13	76	936	0	0
S_Abkhasian-2	WestEurasia	M	13	105	1005	0	0
S_Adygei-1	WestEurasia	M	13	89	972	0	0
S_Adygei-2	WestEurasia	F	13	99	985	0	0
S_Albanian-1	WestEurasia	F	13	78	956	0	0
S_Aleut-1	CentralAsiaSiberia	M	13	81	954	0	0
S_Aleut-2	CentralAsiaSiberia	F	13	63	935	0	0
S_Altaian-1	CentralAsiaSiberia	M	13	72	1005	0	0
S_Ami-1	EastAsia	M	13	72	977	0	0
S_Ami-2	EastAsia	M	13	81	1065	0	0
S_Armenian-1	WestEurasia	M	13	76	948	0	0
S_Armenian-2	WestEurasia	M	13	65	1001	0	0
S_Atayal-1	EastAsia	M	13	87	996	0	0
S_Balochi-1	SouthAsia	M	13	70	876	0	0
S_Balochi-2	SouthAsia	M	13	74	995	0	0
S_Basque-1	WestEurasia	M	13	68	912	0	0
S_Basque-2	WestEurasia	F	13	84	910	0	0
S_BedouinB-1	WestEurasia	M	13	68	923	0	0
S_BedouinB-2	WestEurasia	F	13	84	1029	0	0
S_Bengali-1	SouthAsia	M	13	84	925	0	0
S_Bengali-2	SouthAsia	F	13	89	986	0	0
S_Bergamo-1	WestEurasia	M	13	78	899	0	0
S_Bergamo-2	WestEurasia	F	13	91	968	0	0
S_Brahmin-1	SouthAsia	M	13	78	966	0	0
S_Brahmin-2	SouthAsia	M	13	76	998	0	0
S_Brahui-1	SouthAsia	M	13	73	954	0	0
S_Brahui-2	SouthAsia	M	13	73	944	0	0
S_Bulgarian-1	WestEurasia	M	13	62	900	0	0
S_Bulgarian-2	WestEurasia	M	13	81	928	0	0
S_Burmese-1	EastAsia	M	13	81	945	0	0
S_Burmese-2	EastAsia	M	13	82	941	0	0
S_Burusho-1	SouthAsia	M	13	73	1022	0	0
S_Burusho-2	SouthAsia	F	13	69	939	0	0
S_Cambodian-1	EastAsia	M	13	79	944	0	0
S_Cambodian-2	EastAsia	F	13	83	976	0	0
S_Chane-1	America	M	13	86	1017	0	0
S_Chechen-1	WestEurasia	M	13	79	934	0	0
S_Chukchi-1	CentralAsiaSiberia	M	13	71	920	0	0
S_Czech-2	WestEurasia	M	13	72	979	0	0
S_Dai-1	EastAsia	F	13	68	1017	0	0
S_Dai-2	EastAsia	M	13	82	971	0	0
S_Dai-3	EastAsia	F	13	67	1004	0	0
S_Daur-2	EastAsia	F	13	76	972	0	0
S_Druze-1	WestEurasia	F	13	70	963	0	0
S_Druze-2	WestEurasia	M	13	67	871	0	0
S_English-1	WestEurasia	M	13	87	984	0	0
S_English-2	WestEurasia	F	13	86	987	0	0
S_Eskimo_Chaplin-1	CentralAsiaSiberia	M	13	83	1040	0	0
S_Eskimo_Naukan-1	CentralAsiaSiberia	F	13	75	970	0	0
S_Eskimo_Naukan-2	CentralAsiaSiberia	F	13	84	975	0	0
S_Eskimo_Sireniki-1	CentralAsiaSiberia	M	13	77	953	0	0
S_Eskimo_Sireniki-2	CentralAsiaSiberia	F	13	81	1015	0	0
S_Estonian-1	WestEurasia	M	13	64	959	0	0
S_Estonian-2	WestEurasia	M	13	66	998	0	0
S_Even-1	CentralAsiaSiberia	F	13	69	987	0	0
S_Even-2	CentralAsiaSiberia	M	13	76	1034	0	0
S_Even-3	CentralAsiaSiberia	F	13	88	1030	0	0
S_Finnish-1	WestEurasia	F	13	72	890	0	0
S_Finnish-2	WestEurasia	M	13	75	953	0	0
S_Finnish-3	WestEurasia	M	13	69	963	0	0
S_French-1	WestEurasia	M	13	70	936	0	0
S_French-2	WestEurasia	F	13	85	942	0	0
S_Georgian-1	WestEurasia	M	13	66	920	0	0
S_Georgian-2	WestEurasia	M	13	66	937	0	0
S_Greek-1	WestEurasia	M	13	85	961	0	0
S_Greek-2	WestEurasia	M	13	94	993	0	0
S_Han-1	EastAsia	F	13	85	983	0	0
S_Han-2	EastAsia	M	13	72	990	0	0
S_Hazara-1	SouthAsia	M	13	90	1057	0	0
S_Hazara-2	SouthAsia	M	13	92	943	0	0
S_Hezhen-1	EastAsia	M	13	76	1066	0	0
S_Hezhen-2	EastAsia	F	13	75	991	0	0
S_Hungarian-1	WestEurasia	F	13	68	875	0	0
S_Hungarian-2	WestEurasia	M	13	85	948	0	0
S_Icelandic-1	WestEurasia	F	13	85	965	0	0
S_Icelandic-2	WestEurasia	F	13	74	893	0	0
S_Iranian-1	WestEurasia	M	13	84	926	0	0
S_Iranian-2	WestEurasia	M	13	76	923	0	0
S_Iraqi_Jew-1	WestEurasia	F	13	70	979	0	0
S_Iraqi_Jew-2	WestEurasia	M	13	86	956	0	0
S_Irula-1	SouthAsia	M	13	93	985	0	0
S_Irula-2	SouthAsia	M	13	95	942	0	0
S_Itelman-1	CentralAsiaSiberia	F	13	87	958	0	0
S_Japanese-1	EastAsia	M	13	85	1073	0	0
S_Japanese-2	EastAsia	F	13	92	960	0	0
S_Japanese-3	EastAsia	M	13	82	1021	0	0
S_Jordanian-1	WestEurasia	M	13	65	940	0	0
S_Jordanian-2	WestEurasia	M	13	94	1041	0	0
S_Jordanian-3	WestEurasia	M	13	90	885	0	0
S_Kalash-1	SouthAsia	M	13	81	946	0	0
S_Kalash-2	SouthAsia	F	13	71	967	0	0
S_Kapu-1	SouthAsia	M	13	72	974	0	0
S_Kapu-2	SouthAsia	M	13	66	983	0	0
S_Karitiana-1	America	M	13	83	1033	0	0
S_Karitiana-2	America	F	13	64	995	0	0
S_Khonda_Dora-1	SouthAsia	M	13	91	976	0	0
S_Kinh-1	EastAsia	F	13	81	986	0	0
S_Kinh-2	EastAsia	M	13	74	928	0	0
S_Korean-1	EastAsia	M	13	67	1049	0	0
S_Korean-2	EastAsia	F	13	92	956	0	0
S_Kusunda-1	SouthAsia	M	13	89	1021	0	0
S_Kusunda-2	SouthAsia	M	13	72	1013	0	0
S_Kyrgyz-1	CentralAsiaSiberia	M	13	72	998	0	0
S_Kyrgyz-2	CentralAsiaSiberia	F	13	70	925	0	0
S_Lahu-1	EastAsia	F	13	89	1075	0	0
S_Lahu-2	EastAsia	M	13	74	919	0	0
S_Lezgin-1	WestEurasia	M	13	73	921	0	0
S_Lezgin-2	WestEurasia	M	13	73	927	0	0
S_Madiga-1	SouthAsia	M	13	70	985	0	0
S_Madiga-2	SouthAsia	M	13	76	943	0	0
S_Makrani-1	SouthAsia	M	13	74	932	0	0
S_Makrani-2	SouthAsia	F	13	89	925	0	0
S_Mala-2	SouthAsia	M	13	67	1024	0	0
S_Mala-3	SouthAsia	M	13	68	955	0	0
S_Mansi-1	CentralAsiaSiberia	M	13	72	999	0	0
S_Mansi-2	CentralAsiaSiberia	F	13	73	967	0	0
S_Mayan-1	America	F	13	82	1004	0	0
S_Mayan-2	America	F	13	67	984	0	0
S_Miao-1	EastAsia	M	13	85	993	0	0
S_Miao-2	EastAsia	F	13	79	968	0	0
S_Mixe-2	America	F	13	85	906	0	0
S_Mixe-3	America	F	13	81	919	0	0
S_Mixtec-1	America	M	13	92	955	0	0
S_Mixtec-2	America	F	13	67	1019	0	0
S_Mongola-1	CentralAsiaSiberia	M	13	78	1022	0	0
S_Mongola-2	CentralAsiaSiberia	F	13	83	1036	0	0
S_Naxi-1	EastAsia	M	13	67	968	0	0
S_Naxi-2	EastAsia	F	13	82	1048	0	0
S_Naxi-3	EastAsia	F	13	86	997	0	0
S_North_Ossetian-1	WestEurasia	M	13	74	910	0	0
S_North_Ossetian-2	WestEurasia	M	13	73	1007	0	0
S_Norwegian-1	WestEurasia	F	13	71	892	0	0
S_Orcadian-1	WestEurasia	M	13	81	956	0	0
S_Orcadian-2	WestEurasia	F	13	65	929	0	0
S_Oroqen-1	EastAsia	M	13	94	982	0	0
S_Oroqen-2	EastAsia	F	13	69	950	0	0
S_Palestinian-1	WestEurasia	M	13	101	983	0	0
S_Palestinian-2	WestEurasia	M	13	69	974	0	0
S_Palestinian-3	WestEurasia	F	13	70	907	0	0
S_Pathan-1	SouthAsia	M	13	75	895	0	0
S_Pathan-2	SouthAsia	F	13	85	941	0	0
S_Piapoco-1	America	F	13	74	1047	0	0
S_Piapoco-2	America	F	13	83	969	0	0
S_Pima-1	America	M	13	85	976	0	0
S_Pima-2	America	F	13	74	981	0	0
S_Polish-1	WestEurasia	M	13	85	1006	0	0
S_Punjabi-1	SouthAsia	M	13	75	897	0	0
S_Punjabi-2	SouthAsia	M	13	89	985	0	0
S_Punjabi-3	SouthAsia	F	13	89	969	0	0
S_Punjabi-4	SouthAsia	F	13	67	988	0	0
S_Quechua-1	America	F	13	81	972	0	0
S_Quechua-2	America	M	13	69	953	0	0
S_Quechua-3	America	F	13	77	1040	0	0
S_Relli-1	SouthAsia	M	13	91	984	0	0
S_Relli-2	SouthAsia	M	13	89	1015	0	0
S_Russian-1	WestEurasia	M	13	77	982	0	0
S_Russian-2	WestEurasia	F	13	81	949	0	0
S_Saami-1	WestEurasia	F	13	78	942	0	0
S_Saami-2	WestEurasia	M	13	84	984	0	0
S_Samaritan-1	WestEurasia	M	13	84	971	0	0
S_Sardinian-1	WestEurasia	M	13	71	974	0	0
S_Sardinian-2	WestEurasia	F	13	66	907	0	0
S_She-1	EastAsia	F	13	78	986	0	0
S_She-2	EastAsia	M	13	80	1008	0	0
S_Sindhi-1	SouthAsia	M	13	83	870	0	0
S_Sindhi-2	SouthAsia	F	13	81	960	0	0
S_Spanish-1	WestEurasia	M	13	65	946	0	0
S_Spanish-2	WestEurasia	F	13	67	922	0	0
S_Surui-1	America	F	13	101	1023	0	0
S_Surui-2	America	F	13	85	1007	0	0
S_Tajik-1	WestEurasia	M	13	94	939	0	0
S_Tajik-2	WestEurasia	M	13	72	987	0	0
S_Thai-1	EastAsia	M	13	93	1013	0	0
S_Thai-2	EastAsia	F	13	79	984	0	0
S_Tlingit-1	CentralAsiaSiberia	M	13	79	907	0	0
S_Tlingit-2	CentralAsiaSiberia	F	13	63	945	0	0
S_Tu-1	EastAsia	M	13	81	1021	0	0
S_Tu-2	EastAsia	F	13	77	922	0	0
S_Tubalar-1	CentralAsiaSiberia	F	13	88	1002	0	0
S_Tubalar-2	CentralAsiaSiberia	F	13	70	931	0	0
S_Tujia-1	EastAsia	M	13	73	968	0	0
S_Tujia-2	EastAsia	F	13	102	960	0	0
S_Turkish-1	WestEurasia	M	13	65	929	0	0
S_Turkish-2	WestEurasia	F	13	83	983	0	0
S_Tuscan-1	WestEurasia	F	13	72	960	0	0
S_Tuscan-2	WestEurasia	M	13	73	888	0	0
S_Ulchi-1	CentralAsiaSiberia	F	13	73	935	0	0
S_Ulchi-2	CentralAsiaSiberia	F	13	77	957	0	0
S_Uygur-1	EastAsia	F	13	72	946	0	0
S_Uygur-2	EastAsia	M	13	81	976	0	0
S_Xibo-1	EastAsia	M	13	65	886	0	0
S_Xibo-2	EastAsia	M	13	72	1019	0	0
S_Yadava-1	SouthAsia	M	13	88	995	0	0
S_Yadava-2	SouthAsia	M	13	77	953	0	0
S_Yakut-1	CentralAsiaSiberia	F	13	72	914	0	0
S_Yakut-2	CentralAsiaSiberia	M	13	57	1039	0	0
S_Yemenite_Jew-1	WestEurasia	F	13	86	993	0	0
S_Yemenite_Jew-2	WestEurasia	M	13	78	913	0	0
S_Yi-1	EastAsia	M	13	76	909	0	0
S_Yi-2	EastAsia	F	13	97	1033	0	0
S_Zapotec-1	America	M	13	78	990	0	0
S_Zapotec-2	America	M	13	68	951	0	0
S_Abkhasian-1	WestEurasia	M	14	62	596	11	40
S_Abkhasian-2	WestEurasia	M	14	77	636	8	41
S_Adygei-1	WestEurasia	M	14	68	642	5	40
S_Adygei-2	WestEurasia	F	14	62	661	6	42
S_Albanian-1	WestEurasia	F	14	69	628	4	38
S_Aleut-1	CentralAsiaSiberia	M	14	78	707	5	35
S_Aleut-2	CentralAsiaSiberia	F	14	71	633	6	41
S_Altaian-1	CentralAsiaSiberia	M	14	77	673	4	33
S_Ami-1	EastAsia	M	14	58	715	4	44
S_Ami-2	EastAsia	M	14	71	676	4	60
